Ticker,Name,Market Cap,Currency,Price,200-DMA,% Diff
1720.T,TOKYU CONSTRUCTION CO(NEW),125827465216,JPY,1184.0,1260.7978295898438,-6.091208898640577
1719.T,HAZAMA ANDO CORP,282624851968,JPY,1801.5,1820.1781042480468,-1.0261690438125082
1766.T,TOKEN CORPORATION,141981532160,JPY,12790.0,13934.835659179687,-8.2156380396601
1808.T,HASEKO CORPORATION,717847986176,JPY,2712.5,2781.273193359375,-2.472723410399935
1820.T,NISHIMATSU CONSTRUCTION CO,214400466944,JPY,5430.0,5531.193444824219,-1.829504714193464
1833.T,OKUMURA CORP,201234448384,JPY,5610.0,5650.142241210938,-0.7104642590791577
1878.T,DAITO TRUST CONSTRUCTION CO,1029442502656,JPY,3172.0,3181.327269287109,-0.2931879840579632
1885.T,TOA CORPORATION (CONST),181230534656,JPY,2344.0,2733.702041015625,-14.255468780746972
1911.T,SUMITOMO FORESTRY CO,800494190592,JPY,1305.5,1580.8607147216796,-17.418404553759725
1925.T,DAIWA HOUSE INDUSTRY CO,2684250226688,JPY,4334.0,5094.756005859375,-14.932138162935482
1871.T,PS CONSTRUCTION CO LTD,102487769088,JPY,2189.0,2404.1538055419924,-8.949252957361775
2109.T,MITSUI DM SUGAR CO LTD,101129109504,JPY,3250.0,3251.53232421875,-0.04712621822445806
2121.T,MIXI. INC,172076335104,JPY,2643.0,2798.5677014160156,-5.55883287502038
2124.T,JAC RECRUITMENT CO LTD,134633725952,JPY,847.0,978.0026922607422,-13.39492143502361
2127.T,NIHON M&A CENTER HOLDINGS INC,206895202304,JPY,652.0,696.9478182983398,-6.449237248218087
2146.T,UT GROUP CO LTD,101825216512,JPY,179.0,185.50403831481933,-3.506143787436755
1861.T,KUMAGAI GUMI CO,242982076416,JPY,1430.0,1479.3293811035155,-3.3345772573460275
1773.T,YTL CORP,906659954688,JPY,78.0,83.59527317047119,-6.693288936398423
2181.T,PERSOL HOLDINGS CO LTD,540715089920,JPY,242.39999389648438,257.2194171905518,-5.761393698784789
1934.T,YURTEC CORPORATION,165055922176,JPY,2403.0,2652.5478674316405,-9.407855386725517
2212.T,YAMAZAKI BAKING LTD,616706146304,JPY,3132.0,3275.701781005859,-4.386900597579224
