Ticker,Name,Market Cap,Currency,Price,200-DMA,% Diff
1264.TWO,TEHMAG FOODS CORPORATION (德麥),10059618304,TWD,271.5,289.9306278991699,-6.3569095934147395
3293.TWO,INTERNATIONAL GAMES SYSTEM CO (鈊象),207124152320,TWD,735.0,752.7505938720703,-2.3580976244420015
3078.TWO,CHANNEL WELL TECHNOLOGY CO.LTD (僑威),13074987008,TWD,57.5,71.21092008590698,-19.253957215222727
2105.TW,CHENG SHIN RUBBER INDUSTRIES (正新),104049426432,TWD,32.099998474121094,33.69224994659424,-4.725868634469443
6472.TW,BORA PHARMACEUTICALS CO LTD (保瑞),53352349696,TWD,419.0,577.4201879882812,-27.43585889163549
3703.TW,CONTINENTAL HLDGS CORP (欣陸),17040571392,TWD,20.700000762939453,22.461039152145386,-7.840413692692961
1904.TW,CHENG LOONG (正隆),19339390976,TWD,17.450000762939453,18.006249961853026,-3.089200694714389
3596.TW,ARCADYAN TECHNOLOGY CORPORATION (智易),39223013376,TWD,178.0,187.40332061767577,-5.017691568475257
3029.TW,ZERO ONE TECHNOLOGY (零壹),16362428416,TWD,98.30000305175781,108.54399318695069,-9.437638909736023
9914.TW,MERIDA INDUSTRY (美利達),16653409280,TWD,55.70000076293945,89.48118816375732,-37.75227854484425
3617.TW,CYBERPOWER SYSTEMS INC. (碩天),18668910592,TWD,197.0,208.81795692443848,-5.659454339319514
1314.TW,CHINA PETROCHEMICAL DEVELOPMENT (中石化),27023826944,TWD,7.139999866485596,7.77954998254776,-8.220914030977344
1215.TW,CHAROEN POKPHAND ENTERPRISES CO (卜蜂),39501860864,TWD,134.0,138.83,-3.4790751278542142
9945.TW,RUENTEX DEVELOPMENT CO LTD (潤泰新),66327560192,TWD,23.399999618530273,28.87374997138977,-18.957531869893206
6533.TW,ANDES TECHNOLOGY CORPORATION (晶心科),12080263168,TWD,238.5,253.24422897338866,-5.82213819172085
6620.TWO,Handa Pharma (漢達),11773677568,TWD,70.69999694824219,93.81099994659424,-24.635706912311917
1402.TW,FAR EASTERN NEW CENTURY CORPORA (遠東新),139689705472,TWD,26.100000381469727,27.747265024185182,-5.936673907427126
2002.TW,CHINA STEEL CORP (中鋼),286500126720,TWD,18.75,19.23743330001831,-2.5337751269440156
6412.TW,CHICONY POWER TECHNOLOGY CO LTD (群電),34466144256,TWD,86.0,93.37949996948242,-7.902698099576611
1522.TW,TYC BROTHER INDUSTRIAL (堤維西),10013851648,TWD,32.099998474121094,42.46580163002014,-24.409766819452194
9958.TW,CENTURY IRON & STEEL INDUSTRIAL (世紀鋼),25430358016,TWD,103.0,148.7461415863037,-30.754506367993027
4968.TW,RICHWAVE TECHNOLOGY CORPORATION (立積),11019095040,TWD,119.5,130.61962299346925,-8.51298046850526
3059.TW,ALTEK CORP (華晶科),12085448704,TWD,39.349998474121094,43.05572584152222,-8.606816619561863
1440.TW,TAINAN SPINNING (南紡),20295995392,TWD,12.25,13.319767141342163,-8.031425249333369
8937.TWO,HER CHEE INDUSTRIAL CO (合騏*),14504881152,TWD,34.150001525878906,37.94704640388489,-10.006167114016161
9921.TW,GIANT MANUFACTURING CO (巨大),25876289536,TWD,66.0,92.48714290618896,-28.638729745447165
2348.TW,HIYES INTERNATIONAL CO LTD (海悅),10758000640,TWD,70.9000015258789,82.47530464172364,-14.034871609299726
6125.TWO,KENMEC MECHANICAL ENGINEERING (廣運),15307558912,TWD,59.099998474121094,67.87199991226197,-12.924330282709262
5534.TW,CHONG HONG DEVELOPMENT CO LTD (長虹),24721559552,TWD,78.4000015258789,78.44293151855469,-0.054727675068622084
2723.TW,GOURMET MASTER CO LTD (美食-KY),12024000512,TWD,66.80000305175781,72.71300010681152,-8.131966837247573
5388.TW,SERCOMM CORP (中磊),25506086912,TWD,85.0999984741211,86.32409862518311,-1.4180283032864671
2610.TW,CHINA AIR LINES (華航),112818282496,TWD,18.549999237060547,20.180493974685668,-8.079558110274244
6670.TW,FUSHENG PRECISION CO LTD (復盛應用),35404292096,TWD,254.0,262.92,-3.392666970941738
4123.TWO,CENTER LABORATORIES INC (晟德),28773771264,TWD,37.95000076293945,38.13296401977539,-0.4798033972419735
1710.TW,ORIENTAL UNION CHEMICAL CORP (東聯),10612027392,TWD,12.100000381469727,12.682249989509582,-4.591059224676042
