Ticker,Name,Market Cap,Currency,Price,200-DMA,% Diff
1102.TW,ASIA CEMENT CORP (亞泥),126789632000,TWD,35.75,36.008499965667724,-0.7178859600210807
1215.TW,CHAROEN POKPHAND ENTERPRISES CO (卜蜂),33606062080,TWD,114.0,132.7631489944458,-14.132799000745877
1104.TW,UNIVERSAL CEMENT CORPORATION (環泥),18231400448,TWD,26.549999237060547,27.86206768989563,-4.7091567913709165
1216.TW,UNI-PRESIDENT ENTERPRISES CORP (統一),423878328320,TWD,74.5999984741211,74.84999988555909,-0.3340032222047151
1229.TW,LIEN HWA INDUSTRIAL HOLDINGS CO (聯華),75931254784,TWD,42.45000076293945,45.536250019073485,-6.777565686329712
1227.TW,STANDARD FOODS CORPORATION (佳格),26389600256,TWD,29.049999237060547,29.97150000572205,-3.074590088869656
1234.TW,HEY SONG (黑松),14045391872,TWD,34.95000076293945,36.80175008773804,-5.031688222391262
1231.TW,LIAN HWA FOODS CORP (聯華食),25995382784,TWD,87.0999984741211,99.46200004577636,-12.42886888054311
1319.TW,TONG YANG INDUSTRY (東陽),45721174016,TWD,77.30000305175781,88.23778114318847,-12.39579911203944
1440.TW,TAINAN SPINNING (南紡),21538607104,TWD,13.0,13.24075002193451,-1.818250639394936
1476.TW,ECLAT TEXTILE CO (儒鴻),86562824192,TWD,315.5,371.729061126709,-15.126355996025431
1477.TW,MAKALOT INDUSTRIAL CO (聚陽),53285842944,TWD,216.0,265.56917877197264,-18.66526040453458
1504.TW,TECO ELECTRIC & MACHINERY CO (東元),159251382272,TWD,67.9000015258789,79.96647068023681,-15.089410663887223
1519.TW,FORTUNE ELECTRIC CO LTD (華城),246387179520,TWD,780.0,792.385,-1.5630028332186965
1536.TW,HOTA INDUSTRIAL MFG CO (和大),13138993152,TWD,47.09999847412109,57.07575008392334,-17.478091124749206
1608.TW,HUA ENGINEERING WIRE & CABLE (華榮),13914076160,TWD,32.79999923706055,34.18574993133545,-4.053591619485564
1609.TW,TA YA ELECTRONIC WIRE & CABLE (大亞),27637940224,TWD,35.29999923706055,37.55873372077942,-6.013872833176026
1623.TW,TA TUN ELECTRIC WIRE CABLE CO L (大東電),13893000192,TWD,210.5,223.69659629821777,-5.899328159926465
1712.TW,SINON CORP (興農),16357139456,TWD,38.900001525878906,41.65008800506592,-6.602834737954256
1707.TW,GRAPE KING BIO LTD (葡萄王),14132269056,TWD,95.4000015258789,115.03995063781738,-17.072285760771344
1722.TW,TAIWAN FERTILIZER CO (台肥),46256001024,TWD,47.20000076293945,47.474199295043945,-0.5775737899240685
1736.TW,JOHNSON HEALTH TECH (喬山),35952263168,TWD,118.5,140.39,-15.592278652325652
1795.TW,LOTUS PHARMACEUTICAL CO (美時),48094195712,TWD,183.0,252.535,-27.53479715682975
1808.TW,RUN LONG CONSTRUCTION CO LTD (潤隆),27326771200,TWD,30.600000381469727,33.2352427122328,-7.92905998484893
1903.TW,SHIHLIN PAPER CORP (士紙),12078816256,TWD,46.45000076293945,52.56849987030029,-11.639097791370723
1909.TW,LONGCHEN PAPER&PACKAGING CO LTD (榮成),12229433344,TWD,9.470000267028809,9.806899962425232,-3.4353332519679203
2002.TW,CHINA STEEL CORP (中鋼),290320121856,TWD,19.0,19.139000053405763,-0.7262660171267865
