Ticker,Name,Market Cap,Currency,Price,200-DMA,% Diff
MSTR,Strategy Inc,29447925760,USD,82.30999755859375,185.9528502655029,-55.73609254116203
INTU,Intuit Inc.,73231327232,USD,267.7200012207031,511.1388465881348,-47.62284201098368
ACN,Accenture plc,78928289792,USD,128.97999572753906,221.46397373199463,-41.76028111749469
CTSH,Cognizant Technology Solutions ,18934190080,USD,39.150001525878906,66.27939287185669,-40.93186459693321
ZS,"Zscaler, Inc.",21387700224,USD,132.25999450683594,207.8610249328613,-36.3709504706062
CHTR,"Charter Communications, Inc.",20938496000,USD,133.63999938964844,208.33500007629397,-35.85331348995204
INSM,Insmed Incorporated,22407868416,USD,103.37999725341795,152.5189497756958,-32.21826048143181
ADBE,Adobe Inc.,80585170944,USD,202.72999572753903,291.45160011291506,-30.44128230931078
PDD,PDD Holdings Inc.,108961005568,USD,76.55000305175781,109.36995002746582,-30.008194177162927
WDAY,"Workday, Inc.",30676574208,USD,124.20999908447266,176.7734496307373,-29.7349237999624
PLTR,Palantir Technologies Inc.,270728445952,USD,112.93000030517578,158.84645000457763,-28.906185626483083
NKE,"Nike, Inc.",60346146816,USD,40.900001525878906,57.25127256393433,-28.56053726979681
TRI,Thomson Reuters Corp,36612513792,USD,81.01000213623047,113.1127793121338,-28.381211540489137
NFLX,"Netflix, Inc.",310799040512,USD,70.9000015258789,97.3011598968506,-27.13344671220741
NOW,"ServiceNow, Inc.",101418827776,USD,98.33999633789062,134.52552993774415,-26.89863672464216
ADSK,"Autodesk, Inc.",41439367168,USD,196.25999450683597,266.46779998779294,-26.34757576118888
CRM,"Salesforce, Inc.",129705025536,USD,158.3699951171875,212.8327841949463,-25.58947357840936
ORCL,Oracle Corporation,427836375040,USD,152.4600067138672,202.7448811340332,-24.802043898175185
ALNY,"Alnylam Pharmaceuticals, Inc.",38901559296,USD,291.3699951171875,370.2086999511719,-21.295746114119595
CPRT,"Copart, Inc.",28283539456,USD,30.549999237060547,37.92405002593994,-19.44425973448396
