Ticker,Name,Market Cap,Currency,Price,200-DMA,% Diff
1414.T,SHO-BOND HOLDINGS CO LTD,252206841856,JPY,1255.0,1308.7940032958984,-4.110196345676287
1515.T,NITTETSU MINING CO,179788431360,JPY,2285.0,2413.093954467773,-5.308287073970385
1663.T,K&O ENERGY GROUP INC,210684395520,JPY,1972.5,4033.943677978516,-51.102440751268574
1605.T,INPEX CORPORATION,3894498033664,JPY,3351.0,3413.07767578125,-1.818818136538325
1662.T,JAPAN PETROLEUM EXPLORATION CO ,412159049728,JPY,1610.0,1769.14513671875,-8.995595297168101
1719.T,HAZAMA ANDO CORP,275408224256,JPY,1755.5,1834.3284674072263,-4.297401954332003
1801.T,TAISEI CORP,2282127622144,JPY,14000.0,14253.41138671875,-1.7778998994926742
1803.T,SHIMIZU CORP,1736378023936,JPY,2556.5,2618.8730377197267,-2.3816747441118946
1773.T,YTL CORP,906719461376,JPY,78.0,82.52999183654785,-5.488903773939036
1820.T,NISHIMATSU CONSTRUCTION CO,208912121856,JPY,5291.0,5567.4122705078125,-4.964824896694786
1835.T,TOTETSU KOGYO CO,144483188736,JPY,4195.0,4657.632097167969,-9.932774584091089
1833.T,OKUMURA CORP,202669277184,JPY,5650.0,5759.914143066406,-1.9082600944445804
1861.T,KUMAGAI GUMI CO,235845533696,JPY,1388.0,1503.733910522461,-7.696435500496901
1871.T,PS CONSTRUCTION CO LTD,103705075712,JPY,2215.0,2446.082946777344,-9.447060946227923
1878.T,DAITO TRUST CONSTRUCTION CO,989609721856,JPY,3046.0,3177.518801269531,-4.139040852157505
1928.T,SEKISUI HOUSE,2165115584512,JPY,3340.0,3411.118415527344,-2.084900225205144
2109.T,MITSUI DM SUGAR CO LTD,100351188992,JPY,3225.0,3263.611004638672,-1.1830761871985618
2121.T,MIXI. INC,170513793024,JPY,2619.0,2752.471376953125,-4.849146772994695
2124.T,JAC RECRUITMENT CO LTD,136064311296,JPY,856.0,957.4858096313476,-10.599197252899428
2127.T,NIHON M&A CENTER HOLDINGS INC,196638949376,JPY,620.2000122070312,688.9126837158203,-9.97407554440286
2212.T,YAMAZAKI BAKING LTD,631277092864,JPY,3206.0,3251.6732397460937,-1.4046073014907234
2229.T,CALBEE INC,352300826624,JPY,2897.5,2914.387550048828,-0.5794545083252611
2264.T,MORINAGA MILK INDUSTRY CO,1599347752960,JPY,1238.75,4030.947633056641,-69.2690128286121
2281.T,PRIMA MEAT PACKERS,118367830016,JPY,2355.0,2536.652628173828,-7.161115643358795
2282.T,NH FOODS LTD,573366075392,JPY,6091.0,6367.813967285157,-4.347079998054227
2296.T,ITOHAM YONEKYU HOLDINGS INC,267578949632,JPY,4715.0,5499.804489746094,-14.269679789696044
2317.T,SYSTENA CORPORATION,139765235712,JPY,391.0,461.0602995300293,-15.195474344992087
2331.T,ALSOK CO LTD,518637420544,JPY,1067.0,1164.306635131836,-8.357474929344344
2413.T,M3 INC,1179013611520,JPY,1766.5,1895.3758068847656,-6.799485696537699
2432.T,DENA CO LTD,234977705984,JPY,2405.5,2489.901629638672,-3.389757596605125
2433.T,HAKUHODO DY HLDGS INC,400320724992,JPY,1115.0,1121.2280249023438,-0.5554646123732243
2678.T,ASKUL CORP,108520013824,JPY,1212.0,1332.4544567871094,-9.040043070406778
2695.T,KURA SUSHI INC,125111394304,JPY,1574.0,1706.4883221435548,-7.763798932836153
3197.T,SKYLARK HOLDINGS CO LTD,629652848640,JPY,2769.0,3167.190489501953,-12.572356819768338
3288.T,OPEN HOUSE GROUP CO LTD,951296720896,JPY,8581.0,8898.05932373047,-3.5632412888605414
3289.T,TOKYU FUDOSAN HOLDINGS CORPORAT,905528803328,JPY,1270.5,1339.0833752441406,-5.121665798564379
3291.T,IIDA GROUP HOLDINGS CO LTD,602538115072,JPY,2180.5,2359.4115075683594,-7.582886961196012
3349.T,COSMOS PHARMACEUTICAL CORP,488621047808,JPY,6165.0,7100.171591796875,-13.17111255279123
3382.T,SEVEN & I HOLDINGS CO LTD,4400402137088,JPY,1903.5,2043.9230456542969,-6.870270676425827
3387.T,CREATE RESTAURANTS HOLDINGS INC,302716682240,JPY,719.0,750.1940524291992,-4.158131129964304
3391.T,TSURUHA HOLDINGS INC,905600892928,JPY,1999.0,2426.171396484375,-17.60681034750324
3498.T,KASUMIGASEKI CAPITAL CO LTD,162692055040,JPY,6630.0,7500.75,-11.608839116088388
3563.T,FOOD & LIFE COMPANIES LTD,2265181323264,JPY,4984.5,8519.947724609376,-41.496119916292905
3659.T,NEXON CO LTD,1689078202368,JPY,2136.5,3164.330162353516,-32.481761055839144
3673.T,BROADLEAF CO LTD,135226982400,JPY,373.5,773.1684671020507,-51.69228752952988
3697.T,SHIFT INC,157708353536,JPY,617.0,879.7124993896484,-29.863449657918974
3861.T,OJI HOLDINGS CORP,670385569792,JPY,789.4000244140625,830.7111819458008,-4.972986812934666
3865.T,HOKUETSU CORPORATION,138951720960,JPY,875.0,919.3742581176758,-4.82657173897032
3880.T,DAIO PAPER CORP,141879328768,JPY,920.0,952.8502633666992,-3.4475787675840697
3994.T,MONEY FORWARD INC,222761697280,JPY,4016.0,4403.9875,-8.809913742943188
4023.T,KUREHA CORPORATION,145996185600,JPY,3820.0,3976.97408569336,-3.947073385719391
4046.T,OSAKA SODA CO LTD,226625994752,JPY,1863.0,1939.5981280517576,-3.949175189640819
4099.T,SHIKOKU KASEI HOLDINGS CORPORAT,619328831488,JPY,3580.0,3835.77837890625,-6.6682262018272205
