Ticker,Name,Market Cap,Price,200-DMA,% Diff
MMM,3M Company,81649033216,154.88999938964844,157.41435897827148,-1.6036399760529396
ABT,Abbott Laboratories,167460503552,96.3550033569336,121.15768985748291,-20.47140922687166
ABBV,AbbVie Inc.,373483012096,211.2449951171875,213.80383621215822,-1.1968172041738168
